bout_id,date,red_fighter_id,red_fighter,blue_fighter_id,blue_fighter,red_prior_ufc_fights,blue_prior_ufc_fights,cohort_split,included,exclusion_reason
bcec26b425194e40,2023-09-16,68d4a891e5cf2029,Tracy Cortez,a9e260472d321361,Jasmine Jasudavicius,4,4,development,True,
1496969c1497dc85,2023-09-23,d4270315cbcf2569,Jacob Malkoun,f14f644d41ade29f,Cody Brundage,5,6,development,True,
23a604f460289271,2023-09-23,c814b4c899793af6,Rafael Fiziev,72db2a14ffa73ece,Mateusz Gamrot,8,7,development,True,
49ede01b061cfae3,2023-09-23,da7f113b5ea39c43,Mohammed Usman,92fa1401b7927da3,Jake Collier,2,13,development,True,
6e1bf1b163b3aeab,2023-09-23,1ae8f3c723aacff4,Ricardo Ramos,f1d64ae34e088832,Charles Jourdain,10,11,development,True,
adb411b0f418ce33,2023-09-23,43a59ce3bb40449e,Mizuki,26e3f3928b1891d9,Hannah Goldy,2,4,development,True,
b3c7a5a97978d156,2023-09-23,4b47e71384a9522f,Tim Means,33efaf2d0941cfcf,Andre Fialho,27,6,development,True,
bf647be41de365e4,2023-09-23,f626118b6da0e020,Bryan Battle,725b1abc9a39d873,AJ Fletcher,5,3,development,True,
d8335b728604b222,2023-09-23,cd2c4d30c6e13b47,Marina Rodriguez,eb04b9d31e938edb,Michelle Waterson-Gomez,11,13,development,True,
da1b37edb8ccd3e6,2023-09-23,d9c6f19f958643e9,Bryce Mitchell,82a5152216251682,Dan Ige,7,14,development,True,
1aa4c2fa5ffaff00,2023-10-07,99bd51917728c25d,Grant Dawson,887961364be5ceb3,King Green,9,22,development,True,
e966de63c8e6b1d5,2023-10-07,c1085e1701b13eca,Joe Pyfer,eae431e70064e046,Abdul Razak Alhassan,2,11,development,True,
eb76a5b76a68e4c4,2023-10-07,cdb96af67d096b1e,Alex Morono,b9437600497350f3,Joaquin Buckley,18,10,development,True,
0d6d212fcdf47f2e,2023-10-14,f2477cf43c4975cc,Jonathan Martinez,0232cabbc30a2372,Adrian Yanez,12,6,development,True,
751cf3d52fce1d1f,2023-10-14,8e1f36476ef02a6a,Jennifer Maia,36541f1e6c5d4955,Viviane Araujo,11,9,development,True,
824859c7580eb35b,2023-10-14,94426bb170c88115,Sodiq Yusuff,64a50dad704d1d49,Edson Barboza,7,28,development,True,
0ea435ddf02deb60,2023-10-21,275aca31f61ba28c,Islam Makhachev,e1248941344b3288,Alexander Volkanovski,14,14,development,True,
43de9ff6064361e1,2023-10-21,46d0a888d87d91ac,Abu Azaitar,4e6738062d469256,Sedriques Dumas,2,2,development,True,
e9256316716499b8,2023-10-21,c96d9178c9ed9e62,Tim Elliott,75353550928a7921,Muhammad Mokaev,18,4,development,True,
f23e9729b2b73c27,2023-10-21,f1b2aa7853d1ed6e,Kamaru Usman,767755fd74662dbf,Khamzat Chimaev,17,6,development,True,
119bc264e2bb9877,2023-11-04,d31a5546c0e9b213,Rodrigo Nascimento,1a9480fc288e55d7,Don'Tale Mayes,5,7,development,True,
3a81276a9641c6a1,2023-11-04,01641ba5df0c69b0,Gabriel Bonfim,9d19d9e4aa2662e8,Nicolas Dalby,2,11,development,True,
7d474fbf31894108,2023-11-04,4126a78111c0855a,Caio Borralho,36b8f265bcd1b7a4,Abus Magomedov,4,2,development,True,
ac37849f627a79c4,2023-11-04,41e83a89929d1327,Jailton Almeida,d3df1add9d9a7efb,Derrick Lewis,5,27,development,True,
128ab9aa4802c73f,2023-11-11,f166e93d04a8c274,Diego Lopes,b8bbdeff718dbb7d,Pat Sabatini,2,6,development,True,
480c4dbd2e792d86,2023-11-11,849c5d9979df5357,Mateusz Rebecki,37c5366d18ed6c05,Roosevelt Roberts,2,8,development,True,
4c025d1fff9e9fce,2023-11-11,7026eca45f65377b,Jared Gordon,da0995f19b749cfa,Mark Madsen,13,5,development,True,
57333b7bff20ece0,2023-11-11,5fa2974cbd18e05c,John Castaneda,a7897d200692ab64,Kyung Ho Kang,5,12,development,True,
6fd67582d8adb1c7,2023-11-11,6a1901c62ab3870f,Jessica Andrade,7447e9f28508106a,Mackenzie Dern,25,11,development,True,
9fe98de1eac21f2e,2023-11-11,dccb63727f2f5f74,Matt Frevola,c2299ec916bc7c56,Benoit Saint Denis,9,5,development,True,
a0362d60d2e1db0d,2023-11-11,d25240135aee03e5,Tabatha Ricci,8e5d953bdb9ae5e7,Loopy Godinez,5,9,development,True,
b1f2ec122beda7a5,2023-11-11,009341ed974bad72,Jiri Prochazka,e5549c82bfb5582d,Alex Pereira,3,6,development,True,
db49619221b282af,2023-11-11,f14cf73e51b29254,Sergei Pavlovich,399afbabc02376b5,Tom Aspinall,7,7,development,True,
16109688429c09de,2023-11-18,a93f94c923c3a9cb,Christian Leroy Duncan,0112352cb32f5026,Denis Tiuliulin,2,4,development,True,
5be63144ac46f97e,2023-11-18,971246648e162f0d,Chase Hooper,ac026518a9b4dc0f,Jordan Leavitt,7,6,development,True,
62b64802ea49e2fd,2023-11-18,87c0b1c696ddfb43,Jonathan Pearce,791c8437b341fba5,Joanderson Brito,6,4,development,True,
6997693d552600dd,2023-11-18,3cf66c62d9069f43,Lucie Pudilova,06e4245d16fc5315,Ailin Perez,9,2,development,True,
73ebbfb998edc1f1,2023-11-18,c32aeb1a59e6272d,Michael Morales,a845f0735bc67405,Jake Matthews,3,18,development,True,
7990b6716a53b2cd,2023-11-18,2f181c0467965b98,Brendan Allen,eabf206b162b3b83,Paul Craig,12,16,development,True,
bd4d2522cb0d1a23,2023-11-18,a3a542074109b347,Luana Pinheiro,beecb672a279223e,Amanda Ribas,3,9,development,True,
02713b2d25f74d43,2023-12-02,64facb6cc564262d,Punahele Soriano,71505842fb6455c3,Dustin Stoltzfus,6,5,development,True,
03eecf1926d9c77c,2023-12-02,4d8fa64202cee4c1,Jalin Turner,887961364be5ceb3,King Green,10,23,development,True,
20bfa549cb2cabe7,2023-12-02,c47df9303d318c67,Clay Guida,ae7fe94f117f98cf,Joaquim Silva,35,9,development,True,
246d06693b5ca1e8,2023-12-02,05339613bf8e9808,Rob Font,aa72b0f831d0bfe5,Deiveson Figueiredo,16,14,development,True,
39c4ae4624052f9f,2023-12-02,45f7cb591c3ab00b,Sean Brady,8c0580d4fff106c1,Kelvin Gastelum,6,21,development,True,
9feb9500b0fedfcd,2023-12-02,08af939f41b5a57b,Beneil Dariush,eae48ff31db420c2,Arman Tsarukyan,22,9,development,True,
1afc4f372a125c74,2023-12-09,285ae0b4a68221f4,JunYong Park,886264a0c9f4ea5e,Andre Muniz,9,7,development,True,
5ac1725f775c6f00,2023-12-09,97cf1a2c7c5e7889,Steve Garcia,20bccc9bb4ceb23e,Melquizael Costa,5,2,development,True,
84f6de7c99779e5f,2023-12-09,4461d7e47375a895,Tatsuro Taira,798e48f9e7f6ba22,Carlos Hernandez,4,3,development,True,
91093a019d32af2e,2023-12-09,d4c9dcd330403612,Anthony Smith,749f572d1d3161fb,Khalil Rountree Jr.,20,14,development,True,
acc57a9c114b694a,2023-12-09,b7b84ccd221be298,Nasrat Haqparast,af9f42e6894047fc,Jamie Mullarkey,11,9,development,True,
f9ec8bedc15ece93,2023-12-09,efb96bf3e9ada36f,Song Yadong,45f0cc9d18f35137,Chris Gutierrez,12,11,development,True,
fbedeb4e4b019b94,2023-12-09,c96d9178c9ed9e62,Tim Elliott,3cf18e01cb6cbde3,Sumudaerji,19,5,development,True,
477c3b9de012e4b3,2024-01-13,a09ed60aa67a3f67,Farid Basharat,8b1ed83b02303075,Taylor Lapilus,2,5,development,True,
5f622d812b8f407f,2024-01-13,4aa58269d0664b5b,Matthew Semelsberger,9fe7af8b3fbe00a0,Preston Parsons,9,3,development,True,
640f2ae3995b3b4f,2024-01-13,d1941565abf50b16,Jim Miller,436f970c9ea9169c,Gabriel Benitez,42,13,development,True,
6f13fe34cb3ca906,2024-01-13,3738e68d2261e60f,Andrei Arlovski,fc08099550072fe4,Waldo Cortes-Acosta,40,4,development,True,
a8239866e1222eae,2024-01-13,5987b2458f4b5290,Ricky Simon,bc711b6dd95c1af6,Mario Bautista,11,9,development,True,
d0d99889c6abd8e1,2024-01-13,547afe1017e72dbe,Phil Hawes,1e719d4b676dc19a,Brunno Ferreira,7,2,development,True,
f2b407019b2a5c15,2024-01-13,d802174b0c0c1f4e,Magomed Ankalaev,c21f26bbde777573,Johnny Walker,12,12,development,True,
14e53999507c76a7,2024-01-20,0d8011111be000b2,Sean Strickland,0d7b51c9d2649a6e,Dricus Du Plessis,20,6,development,True,
1a7cd191f0cf160c,2024-01-20,040a74bb0a465c54,Arnold Allen,76e2870ffafbe38f,Movsar Evloev,11,7,development,True,
331ddc1141e934d1,2024-01-20,f1d64ae34e088832,Charles Jourdain,4682bc59d5f55145,Sean Woodson,12,6,development,True,
670e4754d8d3d172,2024-01-20,7b433309b0fd12aa,Brad Katona,1effd880e1f1bb30,Garrett Armfield,5,2,development,True,
7736eb6bd5c1ff4a,2024-01-20,a9e260472d321361,Jasmine Jasudavicius,b1e5bcaad32a3cac,Priscila Cachoeira,5,9,development,True,
97817609ed46baa0,2024-01-20,84b3e7d38f2d2ec5,Neil Magny,dd6103dd7127db1d,Mike Malott,31,3,development,True,
ba5005d1116fa45f,2024-01-20,5442f1bc4b47eaf3,Chris Curtis,8e9eb3fc86db0f7d,Marc-Andre Barriault,7,11,development,True,
dff2685afd98ed9e,2024-01-20,38c7f72747f4f712,Gillian Robertson,9673a497a9da119a,Polyana Viana,15,9,development,True,
faf15b752fb8924c,2024-01-20,fc169c387b4b465d,Raquel Pennington,cc8c623cca88f54f,Mayra Bueno Silva,17,9,development,True,
733e675fd7c0052a,2024-02-03,b6452706b373eea1,Renato Moicano,519e4fe37ce9ff75,Drew Dober,14,22,development,True,
767ceb4a0cb43ade,2024-02-03,327d5f279895110d,Roman Dolidze,881bf86d4cba8578,Nassourdine Imavov,8,7,development,True,
7b1882dc76786d77,2024-02-03,36541f1e6c5d4955,Viviane Araujo,262d32ebda89efc4,Natalia Silva,10,4,development,True,
af6d56860ba4d259,2024-02-03,c6aee362c7a7d482,Randy Brown,447f9858ae78f921,Muslim Salikhov,16,9,development,True,
25259e230be9cdc9,2024-02-10,82a5152216251682,Dan Ige,8fd808923cffff82,Andre Fili,15,21,development,True,
406f2aacd1d1faf9,2024-02-10,0a1942069c9ad6b6,Jack Hermansson,c1085e1701b13eca,Joe Pyfer,16,3,development,True,
9d8473ae274ed625,2024-02-10,260e9e0d4954aea6,Rodolfo Vieira,369ea36e450ae62a,Armen Petrosyan,6,4,development,True,
e7938bac3ec8b442,2024-02-10,0c6d9ea8306c029e,Brad Tavares,d1c65d2cf2925ddd,Gregory Rodrigues,23,7,development,True,
01432891260084a4,2024-02-17,e1147d3d2dabe1ce,Robert Whittaker,2e5c2aa8e4ab9d82,Paulo Costa,20,8,development,True,
1456a3f96ac7e35b,2024-02-17,ab943cd2c3c17825,Marcos Rogerio de Lima,c15fa95b9a12fde4,Junior Tafa,17,2,development,True,
2aeb3ec2d8c05dc8,2024-02-17,3df5493bb279226f,Amanda Lemos,7447e9f28508106a,Mackenzie Dern,10,12,development,True,
8fb0092430448368,2024-02-17,b997be68943010fc,Geoff Neal,442c9011034ae1fd,Ian Machado Garry,10,6,development,True,
9785420602b452f7,2024-02-17,c03520b5c88ed6b4,Merab Dvalishvili,056c493bbd76a918,Henry Cejudo,11,13,development,True,
bec3154a11df3299,2024-02-17,e1248941344b3288,Alexander Volkanovski,54f64b5e283b0ce7,Ilia Topuria,15,6,development,True,
f87a3fa07f0009c9,2024-02-17,093e1f5bb73850be,Anthony Hernandez,9d83f6da776ff7d6,Roman Kopylov,7,6,development,True,
063e7ce759c52f81,2024-02-24,7debc13b36343605,Cristian Quinonez,b9f28e7045fdfce7,Raoni Barcelos,2,10,development,True,
1c03c1bb62f3aed6,2024-02-24,5ef94841c4bc3f86,Edgar Chairez,31bb0772f21cabd8,Daniel Lacerda,2,5,development,True,
3b05a4ced6dd74f5,2024-02-24,cbf5e6f231b55443,Yair Rodriguez,def8166ff24bd237,Brian Ortega,14,11,development,True,
673a156925dfb31d,2024-02-24,2e7878927067fdca,Manuel Torres,fd406a32a6fb3a29,Chris Duncan,2,2,development,True,
6e4acb2aaa2cee56,2024-02-24,40cb680ae1cd331f,Yazmin Jauregui,e94085e821bd81de,Sam Hughes,3,7,development,True,
74f5cbecac011abb,2024-02-24,792be9a24df82ed6,Brandon Moreno,6e15f63b6c2e2c15,Brandon Royval,15,8,development,True,
a376f6d5806d0c90,2024-02-24,d747eb273a40a920,Claudio Puelles,1e4f273069fb9e85,Fares Ziam,7,6,development,True,
d1d3b6ab8a56e973,2024-02-24,c051c2e12d692b8a,Jesus Aguilar,48812daf291a4e23,Mateus Mendonca,2,2,development,True,
ecbece0cbd60029e,2024-02-24,4148802ae4a50768,Daniel Zellhuber,3920d0cc288f9b0d,Francisco Prado,3,2,development,True,
024beecfd3f0ed7a,2024-03-02,67c1d46f4ed16f9e,Matt Schnell,32ab52e5de93092d,Steve Erceg,12,2,development,True,
32bd7ed48f5aea7e,2024-03-02,cad24459b28592ca,Eryk Anders,830f60497fab345a,Jamie Pickett,16,8,development,True,
3ea7d69a1238f26a,2024-03-02,a93f94c923c3a9cb,Christian Leroy Duncan,972c456ff38b2015,Claudio Ribeiro,3,3,development,True,
5a82757b553c40fc,2024-03-02,ab2b4ff41d6ebe0f,Alex Perez,75353550928a7921,Muhammad Mokaev,9,5,development,True,
a7d397cd0f2ac93a,2024-03-02,24656ef4d605c96f,Aiemann Zahabi,bbab3baf66128ae2,Javid Basharat,6,4,development,True,
df3cc5ec78d05a71,2024-03-02,71171fc96445bf65,Vitor Petrino,49e96ff8ab781589,Tyson Pedro,3,10,development,True,
0133019a4f1055ee,2024-03-09,fa6796c55d6c5440,Curtis Blaydes,41e83a89929d1327,Jailton Almeida,17,6,development,True,
33658a3ca932d15d,2024-03-09,e872e9a9a902c045,Katlyn Cerminara,6a740daf1b279661,Maycee Barber,16,10,development,True,
68f7f992603192c6,2024-03-09,23024fdfc966410a,Gilbert Burns,6b453bc35a823c3f,Jack Della Maddalena,21,6,development,True,
6e73ebbd089aff5e,2024-03-09,029eaff01e6bb8f0,Dustin Poirier,c2299ec916bc7c56,Benoit Saint Denis,29,6,development,True,
7bc7af11050e861b,2024-03-09,cd13728ae1151f46,Ion Cutelaba,53c943c873cffe90,Philipe Lins,15,5,development,True,
894c44c3d04aaf6f,2024-03-09,b50a426a33da0012,Sean O'Malley,7c7332319c14094c,Marlon Vera,11,22,development,True,
8baff440b82afd2b,2024-03-09,72db2a14ffa73ece,Mateusz Gamrot,6a2f7c151031653d,Rafael Dos Anjos,8,34,development,True,
9861b6d04e6ed43c,2024-03-09,d661ce4da776fc20,Petr Yan,efb96bf3e9ada36f,Song Yadong,12,13,development,True,
ebb758b49e82d0ed,2024-03-09,6bd02119599741a4,Pedro Munhoz,60425d07ef4b91a7,Kyler Phillips,20,6,development,True,
f0a9dfbb6f6ac852,2024-03-09,595db60957de51d3,Michel Pereira,0d65c432720accb9,Michal Oleksiejczuk,9,12,development,True,
35f9beb94b4ef9e2,2024-03-16,50db8711c70196cd,Ovince Saint Preux,8667caa0451d245b,Kennedy Nzechukwu,26,10,development,True,
8bc0c220f7dcefa7,2024-03-16,c62fbc117d57b943,Tai Tuivasa,c9cf753cfdf77fc2,Marcin Tybura,14,18,development,True,
48ff3f1bcefbf965,2024-03-23,46e0d677f91bacc0,Miles Johns,700a674c042b7a96,Cody Gibson,7,5,development,True,
72f123ddb4cc9d1c,2024-03-23,aa171d55d4b5208f,Billy Quarantillo,52c2ae6d2f2d2613,Youssef Zalal,9,7,development,True,
8c8337ce8437fe2e,2024-03-23,1ae8f3c723aacff4,Ricardo Ramos,902ec2cc48c8ae8a,Julian Erosa,11,13,development,True,
cd6452a463ec8a28,2024-03-23,d35f734c56a89103,Karl Williams,e13abac8089a801a,Justin Tafa,2,8,development,True,
d564e3a6c77d0c85,2024-03-23,4144798612ef96e5,Edmen Shahbazyan,009c4420727149ea,AJ Dobson,9,3,development,True,
de7cb625bdec0f91,2024-03-23,a7151778b3381036,Kurt Holobaugh,cfc3e7bb44685289,Trey Ogden,5,4,development,True,
faf19712bd7ea41e,2024-03-23,beecb672a279223e,Amanda Ribas,47b63240018d5d86,Rose Namajunas,10,14,development,True,
636b01ee49925e49,2024-03-30,583ee11abddfc581,Nate Landwehr,e00a3dee329a51f7,Jamall Emmers,7,6,development,True,
77992b8727382373,2024-03-30,3a8176e15b9887c1,Chris Weidman,12ebd7d157e91701,Bruno Silva,18,8,development,True,
91aa08e910fb4412,2024-03-30,9abc648e76c4493a,Bill Algeo,31f8081c7600da93,Kyle Nelson,8,8,development,True,
976abc27a4e5e26a,2024-03-30,1291edf2d566a71a,Julio Arce,4f140403000158b5,Herbert Burns,9,4,development,True,
99dc6d45cbdfa322,2024-03-30,7dda2cf308f24a02,Virna Jandiroba,8e5d953bdb9ae5e7,Loopy Godinez,8,10,development,True,
de12349f334c964e,2024-03-30,6d4b63c767106d3a,Vicente Luque,b9437600497350f3,Joaquin Buckley,20,11,development,True,
e6d4fdad2b3422d1,2024-03-30,669970f7feba8ecd,Erin Blanchfield,34ff304266360297,Manon Fiorot,6,6,development,True,
eb9f9f61507497a5,2024-03-30,c68c68efaa5ca6ef,Chidi Njokuani,f748267c4ab6c127,Rhys McKee,5,3,development,True,
0b9cd718d7e329e8,2024-04-06,523fa774700d7d3f,Court McGee,cdb96af67d096b1e,Alex Morono,21,19,development,True,
188e6416157e5a1f,2024-04-06,d3f5d33d61cd00c9,Norma Dumont,1d239d571e342453,Germaine de Randamie,8,9,development,True,
3ce96bb0c69b39be,2024-04-06,2f181c0467965b98,Brendan Allen,5442f1bc4b47eaf3,Chris Curtis,13,8,development,True,
6ff21ea2c75c48ed,2024-04-06,e4a47b07044ddd72,Ignacio Bahamondes,de45aaae23dfa392,Christos Giagos,5,13,development,True,
9c22ddb8d8fc1838,2024-04-06,262a7d06203657e6,Alexander Hernandez,29af297d9f1de0f8,Damon Jackson,12,11,development,True,
01f7c28804746979,2024-04-13,07225ba28ae309b6,Charles Oliveira,eae48ff31db420c2,Arman Tsarukyan,32,10,development,True,
0c2e3988793b418c,2024-04-13,35673bf5204524ee,Bo Nickal,f14f644d41ade29f,Cody Brundage,2,8,development,True,
538ca98010ed00ec,2024-04-13,94426bb170c88115,Sodiq Yusuff,f166e93d04a8c274,Diego Lopes,8,3,development,True,
66eddbe35056c06d,2024-04-13,1ebe20ebbfa15e29,Zhang Weili,c41d426cc7326d1b,Yan Xiaonan,10,10,development,True,
cf5e8f98159c3971,2024-04-13,9e8f6c728eb01124,Justin Gaethje,150ff4cc642270b9,Max Holloway,12,28,development,True,
d95f21817a56eb05,2024-04-13,751de04455cfaac0,Calvin Kattar,cb696ebfb6598724,Aljamain Sterling,12,19,development,True,
e4931f3ab3bf4141,2024-04-13,e5549c82bfb5582d,Alex Pereira,5444c5a201d3ee5a,Jamahal Hill,7,8,development,True,
eda1e8c285a0a788,2024-04-13,009341ed974bad72,Jiri Prochazka,333b9e5c723ac873,Aleksandar Rakic,4,8,development,True,
0976778a6e6cf8a8,2024-04-27,436f970c9ea9169c,Gabriel Benitez,8c1ca54b5089d199,Maheshate,14,3,development,True,
55231cc4112334b4,2024-04-27,94527830000ab715,Rani Yahya,eb8d8c2a95cfccb8,Victor Henry,20,4,development,True,
6ea77cb62aa2f276,2024-04-27,4b47e71384a9522f,Tim Means,681399317dbf4701,Uros Medic,28,5,development,True,
7ca5604d99220e88,2024-04-27,87c0b1c696ddfb43,Jonathan Pearce,ffe9703408fb5964,David Onama,7,5,development,True,
2db0998b24c11ea0,2024-05-04,eabf206b162b3b83,Paul Craig,4126a78111c0855a,Caio Borralho,17,5,development,True,
2faf5b8d708f8e94,2024-05-04,ae7fe94f117f98cf,Joaquim Silva,7cbf7c78d3b34218,Drakkar Klose,10,10,development,True,
3e74caa9fff4a5eb,2024-05-04,595db60957de51d3,Michel Pereira,260bd4cef10b033f,Ihor Potieria,10,5,development,True,
3f419fce8ba8aa0e,2024-05-04,a0f0004aadf10b71,Alexandre Pantoja,32ab52e5de93092d,Steve Erceg,14,3,development,True,
a8718a3419a11e15,2024-05-04,d4c9dcd330403612,Anthony Smith,71171fc96445bf65,Vitor Petrino,21,4,development,True,
b3d88eaea611a4a8,2024-05-04,d0f3959b4a9747e6,Jose Aldo,f2477cf43c4975cc,Jonathan Martinez,20,13,development,True,
c456b1950208e0b2,2024-05-04,b8a85389d115e35a,Jack Shore,791c8437b341fba5,Joanderson Brito,7,5,development,True,
c84a29f426f1aab7,2024-05-04,d7c3816669784109,Karolina Kowalkiewicz,abcf2cc6efc42031,Iasmin Lucindo,16,3,development,True,
13d8d5cd83e5b57e,2024-05-11,d25240135aee03e5,Tabatha Ricci,31ef8b67e13495b3,Tecia Pennington,6,15,development,True,
420a5e3b4010ebef,2024-05-11,971246648e162f0d,Chase Hooper,19c591115a58982c,Viacheslav Borshchev,8,5,development,True,
4b45f190122a1ce1,2024-05-11,814e5233e2acf2ee,Charles Johnson,60a42bf82447c919,Jake Hadley,7,4,development,True,
8aa07b6cc40f0cb2,2024-05-11,7aa3d6964eff4877,Alex Caceres,4682bc59d5f55145,Sean Woodson,29,7,development,True,
8d9bcbb48888a5a3,2024-05-11,809bd1a871491508,Terrance McKinney,323d4ca260dfa0ba,Esteban Ribovics,8,2,development,True,
ccf3b6eda4c2a564,2024-05-11,6fd953151d981979,JJ Aldrich,4798e823ada58fe9,Veronica Hardy,14,7,development,True,
17aa636aa98678d3,2024-05-18,64a50dad704d1d49,Edson Barboza,396fe87b84ac2e1c,Lerone Murphy,29,6,development,True,
20220ace492af368,2024-05-18,40f3cb27fc7305a1,Themba Gorimbo,3d074044a33825e7,Ramiz Brahimaj,3,4,development,True,
85ddb65429a9d517,2024-05-18,2558ae2e5671e318,Khaos Williams,a53d30163304aa6e,Carlston Harris,7,5,development,True,
052f53e006b28132,2024-06-08,13a0275fa13c4d26,Jared Cannonier,881bf86d4cba8578,Nassourdine Imavov,16,8,development,True,
2d12ae4683bbf433,2024-06-08,2e19380f34871c6a,Dominick Reyes,e4277e87a789d687,Dustin Jacoby,10,13,development,True,
393f9bc7b51791a6,2024-06-08,82d4c957649faf9b,Miguel Baeza,64facb6cc564262d,Punahele Soriano,6,7,development,True,
b34abcfe4c2e8a57,2024-06-08,fe2babf95de24fb1,Raul Rosas Jr.,cd3d7e37ff2d679c,Ricky Turcios,3,3,development,True,
dcc0c53100fa1dd2,2024-06-08,1e719d4b676dc19a,Brunno Ferreira,71505842fb6455c3,Dustin Stoltzfus,3,6,development,True,
3b1438e9ec64990e,2024-06-15,8d3273573b85be09,Asu Almabayev,84f727cf0166d6f2,Jose Johnson,2,2,development,True,
6bdb93f9b4581bf6,2024-06-15,3a314d9fa7c6825d,Douglas Silva de Andrade,46e0d677f91bacc0,Miles Johns,12,8,development,True,
6f31285305881fe3,2024-06-15,09e62c450e754913,Jimmy Flick,6e9f40c706f91f32,Nate Maness,4,6,development,True,
7f14be4e45bca6bd,2024-06-15,ab2b4ff41d6ebe0f,Alex Perez,4461d7e47375a895,Tatsuro Taira,11,5,development,True,
94f5b35b2b6c72b1,2024-06-15,20bccc9bb4ceb23e,Melquizael Costa,0a73acff6325c1e2,Shayilan Nuerdanbieke,3,5,development,True,
ab7bc93bdf4132c4,2024-06-15,876f478f796495f7,Josh Quinlan,a01a62132460a98d,Adam Fugitt,3,3,development,True,
e47523ac32bfa24c,2024-06-15,57186c150c645200,Jeka Saragih,7b3503352cd53abb,Westin Wilson,2,2,development,True,
fea3a0643218e16b,2024-06-15,7af33fc4435017f1,Brady Hiestand,1effd880e1f1bb30,Garrett Armfield,3,3,development,True,
774fb0c0c1c2bc6a,2024-06-22,b7b84ccd221be298,Nasrat Haqparast,7026eca45f65377b,Jared Gordon,12,14,development,True,
8db5cf5df713a7e9,2024-06-22,a7897d200692ab64,Kyung Ho Kang,a54660deb6a8489c,Muin Gafurov,13,2,development,True,
8ddd53a7ed3754d5,2024-06-22,8c0580d4fff106c1,Kelvin Gastelum,8a1f3b5c526cd6e6,Daniel Rodriguez,22,10,development,True,
9d5f562e0572058c,2024-06-22,c21f26bbde777573,Johnny Walker,0845c81e37d3bcb3,Volkan Oezdemir,13,13,development,True,
cd3bb8a2824fbf22,2024-06-22,f14cf73e51b29254,Sergei Pavlovich,279566840aa55bf2,Alexander Volkov,8,15,development,True,
de1acb6803ab3f14,2024-06-22,8f765fd5775a8873,Rinat Fakhretdinov,9d19d9e4aa2662e8,Nicolas Dalby,4,12,development,True,
eba46dbf9cdd83c0,2024-06-22,e1147d3d2dabe1ce,Robert Whittaker,b07aed698fba8624,Ikram Aliskerov,21,2,development,True,
08489fdfb56ee19c,2024-06-29,d247691a6c0e9034,Cub Swanson,8fd808923cffff82,Andre Fili,23,22,development,True,
a571c622ab89b3d9,2024-06-29,cc8c623cca88f54f,Mayra Bueno Silva,9cdd2da1a9104a0b,Macy Chiasson,10,10,development,True,
bca5d01f8775f852,2024-06-29,e5549c82bfb5582d,Alex Pereira,009341ed974bad72,Jiri Prochazka,8,5,development,True,
bf878c083a6b30ad,2024-06-29,d4c9dcd330403612,Anthony Smith,327d5f279895110d,Roman Dolidze,22,9,development,True,
daa6b47be304ec86,2024-06-29,c1085e1701b13eca,Joe Pyfer,8e9eb3fc86db0f7d,Marc-Andre Barriault,4,12,development,True,
fc8ad0c7fc70dde7,2024-06-29,82a5152216251682,Dan Ige,f166e93d04a8c274,Diego Lopes,16,4,development,True,
1394ce1832ddefe0,2024-07-13,47b63240018d5d86,Rose Namajunas,68d4a891e5cf2029,Tracy Cortez,15,5,development,True,
54de03e04f571735,2024-07-13,519e4fe37ce9ff75,Drew Dober,52ef95b5860fb28c,Jean Silva,23,2,development,True,
5eebde8fb4d67259,2024-07-13,cc1a8b4b38b92c6d,Montel Jackson,da22387a0407a2dc,Da'Mon Blackshear,9,5,development,True,
80108a70c4afa6c2,2024-07-13,17e97649403ba428,Joshua Van,814e5233e2acf2ee,Charles Johnson,3,8,development,True,
a63bb85cc39389c7,2024-07-13,902ec2cc48c8ae8a,Julian Erosa,5ec591b78349ba7e,Christian Rodriguez,14,5,development,True,
dad759ec50508147,2024-07-13,01641ba5df0c69b0,Gabriel Bonfim,1497e735d9f2560a,Ange Loosa,3,4,development,True,
dff8e4ef87d69516,2024-07-13,6d1bffff14897645,Santiago Ponzinibbio,447f9858ae78f921,Muslim Salikhov,17,10,development,True,
e06bfd0100eccbad,2024-07-13,5078e1dacf9d25f4,Luana Santos,a08ddd04eaffd81d,Mariya Agapova,2,5,development,True,
120ec60ad18cf6c5,2024-07-20,97cf1a2c7c5e7889,Steve Garcia,a68575214ecad140,SeungWoo Choi,6,9,development,True,
4a00db8aeff200a2,2024-07-20,3df5493bb279226f,Amanda Lemos,7dda2cf308f24a02,Virna Jandiroba,11,9,development,True,
94541dd979e0b4bd,2024-07-20,7f6ed67d3ed3c036,Cody Durden,294aa73dbf37d281,Bruno Silva,9,6,development,True,
ec8bc554a0646638,2024-07-20,e93b04e308913c2e,Dooho Choi,9abc648e76c4493a,Bill Algeo,7,9,development,True,
3e2bde19e752f64b,2024-07-27,887961364be5ceb3,King Green,7826923b47f8d72a,Paddy Pimblett,25,5,development,True,
45e6a9b56ee3a9d1,2024-07-27,329e403448756217,Nathaniel Wood,361d49960a196976,Daniel Pineda,10,12,development,True,
678eda89a096dde8,2024-07-27,51018a31ddf31eb2,Molly McCann,7138a15258dabf20,Bruna Brasil,12,3,calibration,True,
